title	T3s	C3s	A3s	G3s	CAI	CBI	Fop	Nc	GC3s	GC	L_sym	L_aa	Gravy	Aromo
Psal_000218	0.2968	0.4774	0.2258	0.2979	0.278	0.149	0.518	55.26	0.589	0.512	197	202	-0.785149	0.108911
Psal_000219	0.2857	0.3929	0.28	0.3529	0.213	0.039	0.451	57.84	0.559	0.495	102	105	-0.474286	0.114286
Psal_000220	0.3406	0.3126	0.2922	0.2787	0.213	0.033	0.44	56.38	0.478	0.531	791	814	-0.928624	0.035627
Psal_000221	0.3345	0.3152	0.2519	0.2687	0.191	0.049	0.435	58.51	0.49	0.509	630	665	0.315789	0.094737
Psal_000222	0.3178	0.3894	0.2119	0.3178	0.228	0.044	0.443	56.87	0.564	0.53	745	762	-0.37126	0.087927
Psal_000223	0.3101	0.4435	0.1994	0.2517	0.212	0.103	0.463	52.17	0.57	0.52	402	416	-0.07524	0.064904
Psal_000224	0.3244	0.3601	0.2516	0.2801	0.202	0.041	0.434	56.64	0.517	0.517	387	402	-0.007463	0.106965
Psal_000225	0.3258	0.4387	0.2072	0.2328	0.272	0.178	0.528	57.11	0.554	0.538	343	354	0.035593	0.076271
Psal_000226	0.3164	0.3626	0.2693	0.2345	0.177	0.038	0.417	57.06	0.499	0.509	489	508	0.072047	0.066929
Psal_000227	0.325	0.3187	0.2905	0.2932	0.176	0.024	0.416	60.35	0.486	0.503	185	192	-0.55625	0.088542
Psal_000228	0.3565	0.3911	0.1898	0.2978	0.263	0.139	0.502	54.2	0.552	0.537	636	650	-0.559538	0.075385
Psal_000229	0.3208	0.3899	0.2361	0.2576	0.223	0.106	0.47	59.01	0.53	0.534	181	188	-0.265426	0.090426
Psal_000230	0.3008	0.3927	0.3319	0.2489	0.214	0.042	0.447	54.5	0.499	0.48	631	644	-0.539752	0.099379
Psal_000231	0.2695	0.3413	0.2308	0.3526	0.168	-0.067	0.367	53.71	0.571	0.542	196	203	-0.375862	0.044335
Psal_000232	0.2212	0.3462	0.266	0.3778	0.188	0.075	0.441	58.83	0.593	0.56	118	122	-0.392623	0.02459
Psal_000233	0.2394	0.3576	0.2611	0.3759	0.201	0.059	0.438	59.2	0.585	0.52	388	402	-0.200498	0.087065
Psal_000234	0.3401	0.434	0.2121	0.2426	0.247	0.098	0.472	55.8	0.545	0.54	464	484	-0.276653	0.084711
Psal_000235	0.3676	0.296	0.2862	0.2638	0.201	0.029	0.43	57.28	0.455	0.535	1851	1894	-0.809187	0.055966
Psal_000236	0.2736	0.4279	0.2323	0.2292	0.215	0.123	0.485	49.33	0.563	0.557	231	237	-0.457806	0.059072
Psal_000237	0.3219	0.3483	0.2984	0.2636	0.207	0.02	0.429	61	0.49	0.504	457	477	-0.238365	0.085954
Psal_000238	0.3241	0.452	0.1936	0.2555	0.265	0.173	0.519	51.9	0.571	0.543	553	573	-0.395986	0.073298
Psal_000239	0.44	0.44	0.0488	0.3077	0.281	0.098	0.5	41.58	0.586	0.489	58	60	-0.508333	0.083333
Psal_000240	0.2699	0.4693	0.1566	0.3949	0.22	0.018	0.432	52.82	0.664	0.531	417	437	-0.5	0.061785
Psal_000241	0.3148	0.4383	0.2323	0.3453	0.26	0.1	0.485	54.35	0.578	0.473	206	212	-0.521226	0.075472
Psal_000242	0.3166	0.3931	0.2604	0.2586	0.243	0.102	0.48	59.09	0.527	0.519	440	457	-0.568928	0.09628
Psal_000243	0.2489	0.5485	0.1538	0.2562	0.277	0.146	0.513	44.32	0.662	0.558	275	283	-0.008834	0.070671
Psal_000244	0.3117	0.3506	0.318	0.2289	0.172	-0.02	0.396	58.58	0.474	0.521	268	283	-0.5053	0.091873
Psal_000245	0.2682	0.364	0.3034	0.3165	0.174	-0.048	0.374	60.2	0.538	0.5	305	312	-0.199359	0.086538
Psal_000246	0.2373	0.4746	0.2927	0.2051	0.215	0.178	0.548	61	0.581	0.46	62	66	-0.268182	0.166667
Psal_000247	0.3299	0.3694	0.2748	0.2592	0.203	0.05	0.432	58.98	0.504	0.498	678	721	-0.191262	0.101248
Psal_000248	0.2757	0.3455	0.2931	0.317	0.183	0.04	0.43	57.83	0.528	0.515	356	367	-0.346049	0.059946
Psal_000249	0.3432	0.3609	0.2671	0.25	0.185	0.013	0.401	61	0.495	0.502	192	198	-0.226263	0.090909
Psal_000250	0.2906	0.3846	0.2475	0.2463	0.185	0.041	0.426	58.99	0.535	0.505	376	394	0.319797	0.106599
Psal_000251	0.2466	0.3151	0.2941	0.4063	0.223	0.062	0.448	56.44	0.563	0.514	87	92	-0.328261	0.076087
Psal_000252	0.2523	0.3178	0.3408	0.3318	0.19	-0.028	0.392	61	0.515	0.515	268	275	-0.370545	0.061818
Psal_000253	0.3699	0.3852	0.2143	0.2411	0.246	0.107	0.478	57.65	0.513	0.513	452	466	-0.35515	0.075107
Psal_000254	0.3	0.3682	0.287	0.311	0.21	-0.055	0.373	58.16	0.529	0.493	276	279	-0.100717	0.086022
Psal_000255	0.2417	0.404	0.2691	0.3108	0.194	0.09	0.461	59.1	0.576	0.524	347	364	-0.129396	0.104396
Psal_000256	0.2668	0.4205	0.2826	0.2238	0.213	0.087	0.466	56.76	0.537	0.501	410	434	0.62788	0.129032
Psal_000257	0.3209	0.3442	0.3211	0.2584	0.22	-0.002	0.416	55.13	0.479	0.503	267	273	-0.771795	0.047619
Psal_000258	0.3291	0.2824	0.2545	0.3758	0.204	0.008	0.418	56.34	0.525	0.531	596	614	-0.772313	0.04886
Psal_000259	0.27	0.38	0.2491	0.2689	0.175	-0.012	0.396	60.27	0.546	0.533	326	339	0.261652	0.070796
Psal_000260	0.2844	0.352	0.2431	0.2857	0.186	0.067	0.428	60.61	0.538	0.514	474	493	0.540771	0.064909
Psal_000261	0.3474	0.3263	0.2698	0.3137	0.234	0.037	0.432	56.07	0.504	0.52	250	253	-0.687747	0.027668
Psal_000262	0.2308	0.2857	0.4674	0.2093	0.192	-0.018	0.435	58.54	0.407	0.523	108	111	-0.441441	0.036036
Psal_000263	0.1519	0.6329	0.2429	0.1912	0.276	0.158	0.533	48.8	0.685	0.575	92	98	0.027551	0.132653
Psal_000264	0.3133	0.2289	0.2956	0.3742	0.168	-0.078	0.369	61	0.492	0.53	195	202	-0.258911	0.064356
Psal_000265	0.3116	0.3294	0.3405	0.2532	0.187	-0.085	0.373	57.55	0.467	0.506	405	424	-0.666274	0.080189
Psal_000266	0.2658	0.4367	0.2737	0.3571	0.215	-0.064	0.391	54.4	0.586	0.529	220	222	-0.947748	0.031532
Psal_000267	0.2809	0.4213	0.2322	0.2816	0.201	0.038	0.441	53.54	0.577	0.556	272	282	-0.812411	0.074468
Psal_000268	0.3483	0.4494	0.2215	0.2303	0.285	0.155	0.528	48.98	0.542	0.529	212	220	-0.424091	0.122727
Psal_000269	0.3268	0.3658	0.2863	0.2423	0.192	-0.086	0.371	55.79	0.493	0.507	302	311	-0.137621	0.106109
Psal_000270	0.3953	0.3488	0.3125	0.1549	0.227	0.051	0.43	56.7	0.41	0.469	100	103	-0.148544	0.067961
Psal_000271	0.227	0.4108	0.2383	0.3175	0.214	0.076	0.464	52.68	0.607	0.592	224	229	-0.806114	0.026201
Psal_000272	0.2819	0.2713	0.3333	0.2921	0.163	0.031	0.411	58.44	0.47	0.519	219	228	-0.009211	0.048246
Psal_000273	0.2308	0.2949	0.3563	0.3452	0.166	-0.023	0.406	60.48	0.515	0.522	101	104	-0.917308	0.057692
Psal_000274	0.3246	0.3623	0.2656	0.2844	0.232	0.12	0.483	57.93	0.517	0.52	727	752	-0.366888	0.075798
Psal_000275	0.298	0.4305	0.2218	0.2543	0.225	0.078	0.449	54.37	0.566	0.526	334	348	-0.131322	0.12069
Psal_000276	0.3257	0.4137	0.2088	0.2478	0.226	0.089	0.458	54.76	0.548	0.519	336	349	-0.112034	0.120344
Psal_000277	0.3176	0.2871	0.3031	0.2514	0.191	-0.015	0.397	56.63	0.459	0.562	466	498	-0.462651	0.076305
Psal_000278	0.303	0.3697	0.2953	0.2662	0.22	0.071	0.458	60.51	0.51	0.514	192	201	-0.343284	0.109453
Psal_000279	0.3273	0.3455	0.3014	0.3333	0.266	0.021	0.455	55.12	0.517	0.527	242	246	-1.111789	0.04065
Psal_000280	0.3166	0.3367	0.2581	0.3059	0.203	0.022	0.417	58.96	0.517	0.536	230	235	-0.374468	0.068085
Psal_000281	0.2491	0.386	0.2847	0.3106	0.185	-0.063	0.385	55.15	0.56	0.53	343	353	-0.515298	0.073654
Psal_000282	0.3238	0.342	0.3197	0.2676	0.205	0.022	0.442	59.63	0.483	0.517	437	449	-0.626281	0.080178
Psal_000283	0.2646	0.3918	0.2708	0.2634	0.187	0.064	0.438	58.88	0.549	0.512	315	335	0.19403	0.143284
Psal_000284	0.2959	0.4386	0.25	0.2706	0.254	0.105	0.483	55.33	0.56	0.511	1021	1055	-0.252322	0.111848
Psal_000285	0.3159	0.3507	0.2725	0.2381	0.204	0.064	0.447	57.9	0.492	0.509	459	468	-0.078205	0.036325
Psal_000286	0.2344	0.3541	0.3457	0.2881	0.213	0.002	0.431	61	0.523	0.523	478	495	-0.277778	0.084848
Psal_000287	0.3046	0.3957	0.2381	0.2457	0.194	0.077	0.447	58.24	0.536	0.518	468	481	0.133888	0.08316
Psal_000288	0.203	0.4662	0.2342	0.3431	0.287	0.107	0.493	51.34	0.647	0.539	150	157	0.084077	0.095541
Psal_000289	0.2975	0.3455	0.2577	0.3181	0.221	0.057	0.439	58.95	0.536	0.514	515	536	-0.048508	0.078358
Psal_000290	0.321	0.4358	0.1845	0.2073	0.272	0.174	0.53	53.74	0.558	0.523	545	568	-0.111972	0.130282
Psal_000291	0.2742	0.4482	0.2397	0.2428	0.252	0.161	0.51	52.77	0.569	0.523	339	355	-0.140282	0.076056
Psal_000292	0.3547	0.3892	0.2692	0.3198	0.311	0.105	0.498	61	0.525	0.51	255	263	-0.5	0.076046
Psal_000293	0.2764	0.374	0.2538	0.3553	0.239	0.117	0.483	59.59	0.571	0.532	431	445	-0.370337	0.094382
Psal_000294	0.3338	0.3414	0.2421	0.2737	0.198	-0.021	0.418	59.4	0.51	0.537	866	884	-0.126018	0.059955
Psal_000295	0.3403	0.3558	0.245	0.2725	0.214	0.075	0.452	56.83	0.511	0.517	887	915	-0.229071	0.091803
Psal_000296	0.2944	0.3858	0.2659	0.3742	0.253	-0.023	0.419	61	0.568	0.512	241	252	-0.399603	0.079365
Psal_000297	0.3302	0.3673	0.2399	0.2905	0.259	0.135	0.503	57.95	0.531	0.525	620	639	-0.316432	0.106416
Psal_000298	0.34	0.35	0.1951	0.2625	0.226	-0.003	0.415	54.17	0.528	0.566	106	109	0.605505	0.073394
Psal_000299	0.2546	0.3009	0.2824	0.3237	0.172	0.008	0.411	58.51	0.532	0.558	248	255	-0.375294	0.070588
Psal_000300	0.3103	0.4046	0.2039	0.259	0.246	0.163	0.507	52.83	0.56	0.558	495	508	-0.526772	0.082677
Psal_000301	0.3543	0.3174	0.2442	0.2793	0.209	0.017	0.429	57.84	0.492	0.531	839	865	-0.532486	0.068208
Psal_000302	0.3092	0.3788	0.2821	0.2594	0.224	0.081	0.455	58.16	0.51	0.5	429	437	0.13524	0.06865
Psal_000303	0.3654	0.3756	0.2481	0.2562	0.254	0.085	0.466	56.27	0.499	0.486	686	714	-0.084454	0.102241
Psal_000304	0.3039	0.3725	0.2618	0.2514	0.162	0.003	0.397	56.69	0.517	0.5	232	242	0.208264	0.107438
Psal_000305	0.1783	0.4884	0.1863	0.3125	0.263	0.127	0.504	52.87	0.689	0.568	135	139	0.486331	0.086331
Psal_000306	0.2586	0.3103	0.2642	0.5385	0.24	-0.002	0.427	41.5	0.613	0.527	75	79	-0.739241	0.075949
Psal_000307	0.3457	0.3723	0.2765	0.2566	0.22	0.012	0.421	61	0.493	0.491	221	229	-0.183406	0.091703
Psal_000308	0.3211	0.4067	0.2436	0.2829	0.261	0.111	0.484	59.58	0.543	0.491	376	385	-0.186234	0.106494
Psal_000309	0.2921	0.3937	0.2747	0.2937	0.217	0.063	0.447	56.52	0.542	0.502	365	373	-0.356568	0.08311
Psal_000310	0.3516	0.3419	0.2454	0.2834	0.253	0.112	0.484	57.98	0.501	0.504	351	369	-0.091057	0.089431
Psal_000311	0.3846	0.3389	0.2284	0.2989	0.241	0.043	0.441	55.91	0.501	0.497	501	512	-0.407813	0.064453
Psal_000312	0.2402	0.355	0.3732	0.281	0.207	0.055	0.444	56.51	0.502	0.493	789	817	-0.305263	0.062424
Psal_000313	0.2857	0.3782	0.2783	0.2929	0.191	0.055	0.436	53.01	0.529	0.491	140	148	-0.150676	0.094595
Psal_000314	0.2244	0.396	0.3134	0.352	0.265	0.12	0.492	56.89	0.578	0.514	360	371	-0.181941	0.091644
Psal_000315	0.4222	0.3	0.1951	0.2667	0.238	0.109	0.465	46.74	0.465	0.498	101	107	0.048598	0.074766
Psal_000316	0.2857	0.3605	0.3766	0.2113	0.197	0.032	0.437	58.45	0.454	0.483	183	191	-0.587958	0.052356
Psal_000317	0.3241	0.3642	0.244	0.304	0.215	0.017	0.427	58.2	0.533	0.496	377	392	-0.163775	0.086735
Psal_000318	0.3561	0.3277	0.2334	0.2683	0.195	0.022	0.425	57.98	0.493	0.504	864	888	0.184122	0.091216
Psal_000319	0.282	0.3685	0.2875	0.313	0.195	-0.02	0.405	58.97	0.537	0.518	1048	1089	-0.578145	0.075298
Psal_000320	0.2717	0.5966	0.1019	0.1974	0.281	0.239	0.567	38.33	0.679	0.583	402	413	-0.467797	0.096852
Psal_000321	0.2817	0.3807	0.2521	0.2683	0.218	0.099	0.463	57.45	0.543	0.521	438	469	0.207889	0.123667
Psal_000322	0.273	0.3556	0.258	0.2906	0.175	0.006	0.399	56.95	0.543	0.512	348	374	0.275401	0.109626
Psal_000323	0.3085	0.4539	0.1878	0.2415	0.232	0.095	0.481	52.48	0.582	0.548	318	326	-0.176687	0.113497
Psal_000324	0.2914	0.3304	0.254	0.2971	0.193	0.039	0.422	58.5	0.526	0.512	990	1028	0.385019	0.09144
Psal_000325	0.2615	0.3764	0.2639	0.3123	0.187	0.037	0.432	58.43	0.557	0.496	377	390	0.208718	0.120513
Psal_000326	0.3009	0.3696	0.2199	0.3113	0.216	0.087	0.463	58.97	0.553	0.492	378	393	0.272265	0.119593
Psal_000327	0.3029	0.3453	0.326	0.2857	0.201	0.002	0.409	55.58	0.497	0.51	362	380	-0.559737	0.113158
Psal_000328	0.2947	0.326	0.2852	0.2727	0.183	0.086	0.45	60.81	0.501	0.499	351	376	0.318351	0.117021
Psal_000329	0.2736	0.3616	0.2113	0.3308	0.183	0.072	0.44	59.76	0.578	0.522	341	368	0.334239	0.125
Psal_000330	0.2405	0.3608	0.2692	0.3111	0.19	0.1	0.453	61	0.564	0.526	351	377	0.297878	0.119363
Psal_000331	0.3151	0.3794	0.2618	0.314	0.214	0.041	0.436	60	0.539	0.503	369	387	-0.581912	0.108527
Psal_000332	0.3505	0.3361	0.2623	0.2429	0.203	-0.014	0.403	57.73	0.483	0.54	936	959	-0.487383	0.072993
Psal_000333	0.3195	0.3172	0.3047	0.3278	0.206	-0.035	0.403	59.78	0.501	0.521	1066	1117	-0.576992	0.077887
Psal_000334	0.2524	0.3231	0.3318	0.3407	0.197	-0.017	0.407	58.08	0.526	0.526	523	549	-0.547177	0.071038
Psal_000335	0.301	0.3264	0.2647	0.291	0.217	0.016	0.427	58.18	0.518	0.596	803	822	-0.831387	0.013382
Psal_000336	0.2762	0.4381	0.1837	0.3226	0.228	0.172	0.512	57.17	0.618	0.561	123	126	-0.726984	0.055556
Psal_000337	0.3432	0.3051	0.3364	0.2673	0.194	-0.095	0.364	60.27	0.45	0.479	280	288	-0.680208	0.055556
Psal_000338	0.3129	0.3555	0.2698	0.2871	0.198	0.057	0.441	57.7	0.516	0.509	1299	1356	-0.157522	0.075959
Psal_000339	0.3333	0.3013	0.2179	0.3836	0.229	0.013	0.418	55.89	0.545	0.499	189	197	-0.198477	0.071066
Psal_000340	0.3013	0.36	0.2628	0.3121	0.216	0.064	0.445	57.05	0.537	0.517	877	904	-0.140708	0.071903
Psal_000341	0.3165	0.3534	0.2617	0.2883	0.201	0.059	0.44	57.34	0.519	0.516	1288	1335	-0.163895	0.074157
Psal_000342	0.3321	0.3838	0.2511	0.2706	0.229	0.058	0.458	60.54	0.522	0.497	312	325	-0.452308	0.110769
Psal_000343	0.3257	0.3324	0.2792	0.2798	0.198	0.014	0.413	58.91	0.495	0.502	1206	1246	-0.065169	0.073034
Psal_000344	0.3432	0.3928	0.2673	0.2298	0.228	0.056	0.452	54.64	0.502	0.515	914	947	-0.465787	0.103485
Psal_000345	0.3203	0.4066	0.252	0.2839	0.252	0.074	0.473	55.85	0.542	0.539	609	621	-0.900966	0.05314
Psal_000346	0.2645	0.3554	0.2797	0.3217	0.183	0.016	0.434	61	0.552	0.553	145	149	-0.757047	0.080537
Psal_000347	0.336	0.2232	0.217	0.3918	0.169	-0.06	0.386	51.58	0.517	0.547	1365	1394	-0.604161	0.048063
Psal_000348	0.3073	0.3464	0.2525	0.3297	0.212	0.076	0.456	57.43	0.538	0.518	472	487	-0.194045	0.063655
Psal_000349	0.3287	0.3366	0.1751	0.4075	0.214	0.059	0.452	55.47	0.579	0.538	575	603	-0.413101	0.097844
Psal_000350	0.318	0.3442	0.2985	0.2656	0.208	0.033	0.429	58.5	0.49	0.499	1290	1339	-0.162061	0.076923
Psal_000351	0.3179	0.3741	0.2425	0.2914	0.197	0.037	0.429	57.77	0.533	0.503	1286	1331	-0.173103	0.077385
Psal_000352	0.323	0.4086	0.2911	0.2646	0.242	0.03	0.44	57.01	0.519	0.482	316	330	-0.340909	0.118182
Psal_000353	0.3131	0.3495	0.2571	0.2928	0.221	0.09	0.454	60.63	0.523	0.52	478	502	-0.007968	0.089641
Psal_000354	0.3321	0.4051	0.2189	0.202	0.196	0.043	0.427	52.24	0.515	0.491	293	308	0.589285	0.116883
Psal_000355	0.2607	0.4231	0.2212	0.3184	0.228	0.12	0.479	55.85	0.593	0.498	263	271	0.564575	0.125461
Psal_000356	0.2883	0.3611	0.25	0.3546	0.225	-0.009	0.42	57.76	0.564	0.54	824	857	-0.704084	0.071179
Psal_000357	0.2568	0.4864	0.1939	0.3838	0.301	0.164	0.53	54.38	0.653	0.544	300	311	-0.637942	0.122186
Psal_000358	0.3395	0.3535	0.2189	0.3333	0.216	0.072	0.466	56.53	0.54	0.535	509	522	-0.501341	0.072797
Psal_000359	0.3003	0.372	0.2814	0.3113	0.231	0.069	0.463	57.65	0.534	0.53	1062	1107	-0.572177	0.084011
Psal_000360	0.2903	0.399	0.2426	0.3282	0.233	0.107	0.477	56.12	0.571	0.523	707	730	-0.343836	0.076712
Psal_000361	0.2813	0.4219	0.2576	0.381	0.271	0.099	0.488	53.24	0.593	0.56	86	91	-0.938462	0.021978
Psal_000362	0.2261	0.3391	0.3043	0.3661	0.196	0.065	0.461	60.96	0.567	0.535	141	149	-0.777181	0.114094
Psal_000363	0.3003	0.372	0.2814	0.3113	0.231	0.069	0.463	57.65	0.534	0.53	1062	1107	-0.572177	0.084011
Psal_000364	0.3395	0.3535	0.2195	0.3342	0.216	0.071	0.466	56.4	0.54	0.534	509	522	-0.498851	0.072797
Psal_000365	0.261	0.4853	0.2039	0.3692	0.295	0.171	0.533	55.47	0.644	0.54	317	329	-0.650152	0.118541
Psal_000366	0.3004	0.364	0.2268	0.3711	0.244	0.043	0.445	58.27	0.576	0.533	344	356	-0.601685	0.075843
Psal_000368	0.3108	0.3277	0.2212	0.2953	0.201	0.064	0.435	55.28	0.53	0.529	517	542	0.654982	0.112546
Psal_000369	0.4232	0.3296	0.25	0.1966	0.215	0.058	0.449	47.03	0.437	0.568	334	351	-0.483761	0.022792
Psal_000370	0.3246	0.3822	0.2982	0.2403	0.231	0.049	0.439	56.19	0.493	0.492	223	233	-0.1	0.094421
Psal_000371	0.3108	0.3277	0.2212	0.2953	0.201	0.064	0.435	55.28	0.53	0.529	517	542	0.654982	0.112546
Psal_000372	0.4232	0.3296	0.25	0.1966	0.215	0.058	0.449	47.03	0.437	0.568	334	351	-0.483761	0.022792
Psal_000373	0.3246	0.3822	0.2982	0.2403	0.231	0.049	0.439	56.19	0.493	0.492	223	233	-0.1	0.094421
Psal_000374	0.3671	0.363	0.2122	0.2447	0.203	0.069	0.439	54.84	0.505	0.519	1106	1131	-0.041644	0.055703
Psal_000375	0.3006	0.4335	0.1543	0.3624	0.265	0.108	0.49	56.18	0.626	0.524	206	210	-0.237143	0.080952
Psal_000376	0.2928	0.4144	0.2718	0.2816	0.231	0.131	0.479	61	0.544	0.494	259	265	-0.282264	0.090566
Psal_000377	0.2967	0.4286	0.2436	0.2757	0.21	0.098	0.462	56.46	0.561	0.51	314	327	-0.356269	0.100917
Psal_000378	0.4472	0.3627	0.2233	0.1693	0.249	0.143	0.5	44.6	0.441	0.564	354	373	-0.442091	0.032172
Psal_000379	0.3372	0.3458	0.2682	0.2813	0.189	0.021	0.426	56	0.501	0.521	840	865	-0.954913	0.05896
Psal_000380	0.3172	0.4092	0.2488	0.2698	0.219	0.073	0.459	57.44	0.537	0.502	516	531	-0.217137	0.112994
Psal_000381	0.2857	0.4176	0.2361	0.25	0.251	0.114	0.485	51.96	0.557	0.533	97	102	0.276471	0.117647
Psal_000382	0.2727	0.419	0.2034	0.2917	0.269	0.078	0.476	58.22	0.591	0.533	286	295	-0.163729	0.067797
Psal_000383	0.28	0.388	0.2917	0.2624	0.224	0.049	0.441	58.68	0.525	0.512	295	307	0.15342	0.09772
Psal_000384	0.4055	0.3711	0.2446	0.1804	0.244	0.139	0.497	46.19	0.456	0.568	362	381	-0.455381	0.031496
Psal_000385	0.3125	0.4665	0.1989	0.2573	0.272	0.159	0.516	51.79	0.582	0.518	510	529	-0.140076	0.115312
Psal_000386	0.284	0.3086	0.2651	0.3	0.2	0.08	0.468	53.11	0.521	0.588	94	102	-0.455882	0.088235
Psal_000387	0.2739	0.3439	0.2908	0.3106	0.16	-0.019	0.402	60.74	0.531	0.509	179	186	-0.491398	0.096774
Psal_000388	0.288	0.52	0.16	0.1771	0.239	0.066	0.463	44.79	0.612	0.558	134	138	0.44058	0.094203
Psal_000389	0.3179	0.3497	0.2981	0.2833	0.19	-0.068	0.386	58.97	0.501	0.51	407	424	-0.657311	0.101415
Psal_000390	0.3413	0.4444	0.1759	0.1875	0.239	0.1	0.485	50.1	0.544	0.529	136	140	0.388571	0.085714
Psal_000391	0.2834	0.3733	0.2757	0.2822	0.179	0.065	0.447	56.7	0.532	0.529	590	609	-0.444499	0.09688
Psal_000392	0.3169	0.3622	0.2672	0.293	0.221	0.098	0.479	57.26	0.52	0.512	610	631	-0.421236	0.106181
Psal_000393	0.2992	0.4449	0.185	0.2683	0.24	0.151	0.503	57.37	0.587	0.526	286	299	0.249833	0.103679
Psal_000394	0.4422	0.3299	0.1667	0.258	0.202	0.034	0.42	49.46	0.486	0.572	350	353	-0.575921	0.01983
Psal_000395	0.3191	0.3783	0.2817	0.221	0.22	0.088	0.459	56.36	0.496	0.494	351	360	0.064722	0.088889
Psal_000396	0.3318	0.3744	0.2261	0.2732	0.233	0.069	0.447	56.6	0.529	0.511	244	251	0.090837	0.067729
Psal_000397	0.2255	0.4804	0.2277	0.3232	0.222	0.031	0.449	43.15	0.638	0.564	127	133	-0.865414	0.067669
Psal_000398	0.3048	0.3905	0.233	0.3069	0.188	-0.032	0.406	48.28	0.563	0.554	128	133	-0.842105	0.037594
Psal_000399	0.3179	0.3433	0.2808	0.2992	0.209	0.05	0.444	58.63	0.51	0.513	1103	1155	-0.450909	0.05974
Psal_000400	0.3706	0.2944	0.2723	0.3241	0.202	-0.008	0.408	54.05	0.489	0.541	262	267	-0.971536	0.033708
Psal_000401	0.3377	0.3464	0.2632	0.24	0.208	0.03	0.428	58.53	0.489	0.514	509	534	-0.076779	0.093633
Psal_000402	0.258	0.4452	0.2408	0.2845	0.218	0.104	0.477	56.02	0.589	0.52	499	520	-0.182692	0.117308
Psal_000403	0.3518	0.2983	0.2884	0.2857	0.191	-0.033	0.409	59.32	0.47	0.513	609	644	-0.681366	0.07764
Psal_000404	0.2606	0.4577	0.2424	0.2734	0.214	0.053	0.456	48.1	0.592	0.537	169	175	-0.572571	0.08
Psal_000405	0.303	0.4141	0.2604	0.2766	0.223	0.007	0.434	45	0.549	0.534	122	128	-0.817188	0.070313
Psal_000406	0.314	0.3623	0.2718	0.2611	0.208	0.045	0.429	60.56	0.508	0.5	240	248	0.045161	0.076613
Psal_000407	0.2452	0.4471	0.25	0.25	0.21	0.025	0.419	56.18	0.581	0.53	241	249	0.165462	0.068273
Psal_000408	0.3976	0.3373	0.2439	0.2625	0.27	0.168	0.51	44.42	0.48	0.539	102	107	-0.41215	0.084112
Psal_000409	0.3121	0.449	0.2283	0.2275	0.195	0.078	0.442	54.26	0.553	0.486	360	374	-0.048128	0.090909
Psal_000410	0.3503	0.3567	0.2518	0.2778	0.182	-0.011	0.393	58.92	0.504	0.48	361	371	-0.148248	0.107817
Psal_000411	0.3158	0.3289	0.2154	0.35	0.164	0.053	0.429	61	0.548	0.519	84	88	-0.094318	0.102273
Psal_000412	0.3192	0.3944	0.2183	0.2663	0.231	0.071	0.451	61	0.545	0.516	244	252	0.182143	0.079365
Psal_000413	0.3232	0.4141	0.205	0.3172	0.238	0.136	0.492	56.63	0.573	0.528	246	255	-0.507059	0.047059
Psal_000414	0.298	0.3842	0.2974	0.2194	0.226	0.095	0.468	55.86	0.502	0.526	633	654	-0.224771	0.077982
Psal_000415	0.2376	0.4158	0.2857	0.2759	0.196	0.02	0.422	61	0.569	0.525	116	120	-0.405	0.058333
Psal_000416	0.316	0.382	0.1921	0.2746	0.205	0.092	0.469	56.96	0.557	0.542	794	807	-0.544238	0.055762
Psal_000417	0.2488	0.4258	0.2647	0.2737	0.218	0.026	0.421	59.71	0.571	0.516	247	252	0.122619	0.083333
Psal_000418	0.3102	0.3935	0.2338	0.2717	0.205	0.041	0.426	61	0.542	0.498	249	253	0.147826	0.075099
Psal_000419	0.3103	0.4232	0.2271	0.264	0.214	0.118	0.467	55.77	0.555	0.496	362	372	-0.102151	0.094086
Psal_000420	0.2853	0.4044	0.227	0.3333	0.207	0.089	0.446	61	0.581	0.496	370	382	-0.08089	0.099476
Psal_000421	0.3211	0.3991	0.22	0.2527	0.224	0.082	0.448	55.11	0.54	0.511	248	253	0.152569	0.075099
Psal_000422	0.3874	0.2973	0.3011	0.2	0.171	-0.078	0.355	48.05	0.413	0.46	121	124	0.195161	0.08871
Psal_000423	0.2328	0.3578	0.3111	0.3084	0.196	0.026	0.432	60.7	0.546	0.539	273	283	-0.166784	0.081272
Psal_000424	0.3121	0.4104	0.226	0.2547	0.209	0.067	0.443	54.78	0.547	0.492	384	396	-0.069192	0.108586
Psal_000425	0.2839	0.3419	0.2543	0.3459	0.209	0.016	0.413	61	0.551	0.524	196	203	-0.04335	0.044335
Psal_000426	0.2944	0.3979	0.2833	0.2054	0.223	0.083	0.458	55.92	0.509	0.524	430	443	-0.020768	0.094808
Psal_000427	0.3358	0.3924	0.1601	0.3623	0.272	0.166	0.511	53.65	0.588	0.512	799	837	-0.003226	0.111111
Psal_000428	0.3221	0.5793	0.0914	0.2494	0.293	0.182	0.519	37.41	0.663	0.564	1026	1056	-0.195644	0.061553
Psal_000429	0.3143	0.2984	0.2591	0.3477	0.195	-0.012	0.399	59.88	0.519	0.512	368	375	-0.1384	0.069333
Psal_000430	0.3259	0.4058	0.2662	0.2397	0.185	-0.022	0.392	54.68	0.518	0.48	357	371	-0.077089	0.118598
Psal_000431	0.3099	0.3962	0.2601	0.2581	0.212	0.051	0.43	61	0.528	0.484	356	364	0.096154	0.104396
