GC1	GC2	GC3	GC	CAI	CBI	Fop	Nc	Gravy	Aromo
55.93	38.92	55.93	50.26	0.214	0.041	0.436	60	-0.581912	0.108527
61.46	51.04	49.48	53.99	0.203	-0.014	0.403	57.73	-0.487383	0.072993
60.38	43.56	52.33	52.09	0.206	-0.035	0.403	59.78	-0.576992	0.077887
60.0	42.91	54.73	52.55	0.197	-0.017	0.407	58.08	-0.547177	0.071038
67.19	58.44	52.86	59.5	0.217	0.016	0.427	58.18	-0.831387	0.013382
59.06	45.67	62.99	55.91	0.228	0.172	0.512	57.17	-0.726984	0.055556
54.33	42.56	46.71	47.87	0.194	-0.095	0.364	60.27	-0.680208	0.055556
56.23	42.82	53.65	50.9	0.198	0.057	0.441	57.7	-0.157522	0.075959
53.03	40.4	56.06	49.83	0.229	0.013	0.418	55.89	-0.198477	0.071066
60.22	39.67	55.03	51.64	0.216	0.064	0.445	57.05	-0.140708	0.071903
58.91	42.22	53.52	51.55	0.201	0.059	0.44	57.34	-0.163895	0.074157
49.39	45.71	53.99	49.69	0.229	0.058	0.458	60.54	-0.452308	0.110769
57.82	41.54	51.16	50.17	0.198	0.014	0.413	58.91	-0.065169	0.073034
56.86	45.57	51.9	51.44	0.228	0.056	0.452	54.64	-0.465787	0.103485
60.61	45.82	55.14	53.86	0.252	0.074	0.473	55.85	-0.900966	0.05314
52.0	56.67	56.0	54.89	0.183	0.016	0.434	61	-0.757047	0.080537
54.34	56.99	52.69	54.67	0.169	-0.06	0.386	51.58	-0.604161	0.048063
59.63	40.57	55.12	51.78	0.212	0.076	0.456	57.43	-0.194045	0.063655
55.96	45.7	59.77	53.81	0.214	0.059	0.452	55.47	-0.413101	0.097844
56.72	42.24	50.82	49.93	0.208	0.033	0.429	58.5	-0.162061	0.076923
54.43	41.52	54.95	50.3	0.197	0.037	0.429	57.77	-0.173103	0.077385
54.38	35.95	54.08	48.14	0.242	0.03	0.44	57.01	-0.340909	0.118182
59.64	41.75	54.47	51.95	0.221	0.09	0.454	60.63	-0.007968	0.089641
48.22	45.31	53.72	49.08	0.196	0.043	0.427	52.24	0.589285	0.116883
51.1	37.5	60.29	49.63	0.228	0.12	0.479	55.85	0.564575	0.125461
57.69	46.15	58.04	53.96	0.225	-0.009	0.42	57.76	-0.704084	0.071179
57.69	39.1	66.35	54.38	0.301	0.164	0.53	54.38	-0.637942	0.122186
58.51	46.65	55.07	53.41	0.216	0.072	0.466	56.53	-0.501341	0.072797
59.39	44.22	55.32	52.98	0.231	0.069	0.463	57.65	-0.572177	0.084011
56.63	41.72	58.41	52.26	0.233	0.107	0.477	56.12	-0.343836	0.076712
73.91	32.61	60.87	55.8	0.271	0.099	0.488	53.24	-0.938462	0.021978
52.67	48.0	58.67	53.11	0.196	0.065	0.461	60.96	-0.777181	0.114094
59.39	44.22	55.32	52.98	0.231	0.069	0.463	57.65	-0.572177	0.084011
58.51	46.46	55.07	53.35	0.216	0.071	0.466	56.4	-0.498851	0.072797
57.27	39.09	65.45	53.94	0.295	0.171	0.533	55.47	-0.650152	0.118541
56.86	43.7	59.1	53.22	0.244	0.043	0.445	58.27	-0.601685	0.075843
55.8	47.51	55.25	52.85	0.201	0.064	0.435	55.28	0.654982	0.112546
64.49	59.38	46.31	56.72	0.215	0.058	0.449	47.03	-0.483761	0.022792
53.42	42.74	51.28	49.15	0.231	0.049	0.439	56.19	-0.1	0.094421
55.8	47.51	55.25	52.85	0.201	0.064	0.435	55.28	0.654982	0.112546
64.49	59.38	46.31	56.72	0.215	0.058	0.449	47.03	-0.483761	0.022792
53.42	42.74	51.28	49.15	0.231	0.049	0.439	56.19	-0.1	0.094421
60.78	43.2	51.59	51.86	0.203	0.069	0.439	54.84	-0.041644	0.055703
52.13	41.23	63.51	52.29	0.265	0.108	0.49	56.18	-0.237143	0.080952
55.64	37.22	55.26	49.37	0.231	0.131	0.479	61	-0.282264	0.090566
54.27	40.55	57.93	50.91	0.21	0.098	0.462	56.46	-0.356269	0.100917
62.57	59.36	46.79	56.24	0.249	0.143	0.5	44.6	-0.442091	0.032172
57.39	47.34	51.5	52.08	0.189	0.021	0.426	56	-0.954913	0.05896
53.95	41.54	54.89	50.13	0.219	0.073	0.459	57.44	-0.217137	0.112994
54.37	46.6	58.25	53.07	0.251	0.114	0.485	51.96	0.276471	0.117647
46.62	52.7	60.47	53.27	0.269	0.078	0.476	58.22	-0.163729	0.067797
57.14	41.88	54.55	51.19	0.224	0.049	0.441	58.68	0.15342	0.09772
62.83	59.16	48.17	56.72	0.244	0.139	0.497	46.19	-0.455381	0.031496
53.4	42.08	59.81	51.76	0.272	0.159	0.516	51.79	-0.140076	0.115312
61.17	59.22	55.34	58.58	0.2	0.08	0.468	53.11	-0.455882	0.088235
49.2	48.66	54.55	50.8	0.16	-0.019	0.402	60.74	-0.491398	0.096774
56.83	47.48	61.87	55.4	0.239	0.066	0.463	44.79	0.44058	0.094203
53.41	47.53	52.0	50.98	0.19	-0.068	0.386	58.97	-0.657311	0.101415
50.35	51.77	55.32	52.48	0.239	0.1	0.485	50.1	0.388571	0.085714
56.23	47.54	54.75	52.84	0.179	0.065	0.447	56.7	-0.444499	0.09688
53.96	46.2	53.48	51.21	0.221	0.098	0.479	57.26	-0.421236	0.106181
52.33	45.0	60.33	52.56	0.24	0.151	0.503	57.37	0.249833	0.103679
65.54	56.78	48.87	57.06	0.202	0.034	0.42	49.46	-0.575921	0.01983
55.12	42.11	50.97	49.4	0.22	0.088	0.459	56.36	0.064722	0.088889
58.33	40.48	54.37	51.06	0.233	0.069	0.447	56.6	0.090837	0.067729
51.49	51.49	65.67	56.22	0.222	0.031	0.449	43.15	-0.865414	0.067669
55.22	52.24	58.21	55.22	0.188	-0.032	0.406	48.28	-0.842105	0.037594
58.48	42.13	53.11	51.24	0.209	0.05	0.444	58.63	-0.450909	0.05974
62.31	49.63	49.63	53.86	0.202	-0.008	0.408	54.05	-0.971536	0.033708
55.51	47.48	51.21	51.4	0.208	0.03	0.428	58.53	-0.076779	0.093633
50.86	44.34	60.65	51.95	0.218	0.104	0.477	56.02	-0.182692	0.117308
53.95	50.23	49.77	51.32	0.191	-0.033	0.409	59.32	-0.681366	0.07764
50.57	49.43	60.8	53.6	0.214	0.053	0.456	48.1	-0.572571	0.08
51.16	51.16	57.36	53.23	0.223	0.007	0.434	45	-0.817188	0.070313
58.23	38.96	52.61	49.93	0.208	0.045	0.429	60.56	0.045161	0.076613
58.8	40.4	59.6	52.93	0.21	0.025	0.419	56.18	0.165462	0.068273
62.04	48.15	50.93	53.7	0.27	0.168	0.51	44.42	-0.41215	0.084112
51.2	37.33	57.07	48.53	0.195	0.078	0.442	54.26	-0.048128	0.090909
52.96	38.98	51.88	47.94	0.182	-0.011	0.393	58.92	-0.148248	0.107817
48.31	49.44	57.3	51.69	0.164	0.053	0.429	61	-0.094318	0.102273
57.31	41.11	56.13	51.52	0.231	0.071	0.451	61	0.182143	0.079365
59.77	39.45	58.98	52.73	0.238	0.136	0.492	56.63	-0.507059	0.047059
56.79	49.01	51.76	52.52	0.226	0.095	0.468	55.86	-0.224771	0.077982
52.07	47.11	57.85	52.34	0.196	0.02	0.422	61	-0.405	0.058333
50.74	55.57	56.31	54.21	0.205	0.092	0.469	56.96	-0.544238	0.055762
56.92	39.92	57.71	51.52	0.218	0.026	0.421	59.71	0.122619	0.083333
55.51	38.58	55.12	49.74	0.205	0.041	0.426	61	0.147826	0.075099
53.08	38.87	56.84	49.6	0.214	0.118	0.467	55.77	-0.102151	0.094086
52.22	37.08	59.27	49.52	0.207	0.089	0.446	61	-0.08089	0.099476
58.66	39.37	55.12	51.05	0.224	0.082	0.448	55.11	0.152569	0.075099
52.8	41.6	42.4	45.6	0.171	-0.078	0.355	48.05	0.195161	0.08871
57.75	47.54	55.99	53.76	0.196	0.026	0.432	60.7	-0.166784	0.081272
50.63	40.81	56.17	49.2	0.209	0.067	0.443	54.78	-0.069192	0.108586
60.29	39.71	56.37	52.12	0.209	0.016	0.413	61	-0.04335	0.044335
58.11	46.62	52.48	52.4	0.223	0.083	0.458	55.92	-0.020768	0.094808
54.42	38.31	60.74	51.15	0.272	0.166	0.511	53.65	-0.003226	0.111111
61.59	40.21	67.17	56.32	0.293	0.182	0.519	37.41	-0.195644	0.061553
57.45	43.09	52.66	51.06	0.195	-0.012	0.399	59.88	-0.1384	0.069333
51.34	38.71	53.76	47.94	0.185	-0.022	0.392	54.68	-0.077089	0.118598
53.15	38.36	53.7	48.4	0.212	0.051	0.43	61	0.096154	0.104396
52.1	50.0	57.56	53.22	0.297	0.204	0.55	49.78	0.091983	0.088608
63.01	53.18	51.16	55.78	0.275	0.079	0.477	50.61	-0.975652	0.057971
55.34	41.94	52.84	50.04	0.202	0.057	0.444	59.28	-0.214015	0.078788
62.72	53.47	48.84	55.01	0.245	0.043	0.456	52.34	-0.988696	0.055072
53.61	43.3	54.12	50.34	0.176	-0.029	0.384	61	0.178238	0.082902
59.41	44.12	51.47	51.67	0.269	0.127	0.486	54.4	-0.502655	0.094395
54.82	40.47	62.53	52.61	0.281	0.169	0.513	44.78	-0.252575	0.128755
62.03	53.91	44.06	53.33	0.236	-0.001	0.432	50.1	-1.000291	0.055233
39.0	35.0	49.0	41.0	0.212	0.069	0.441	44.18	0.239394	0.171717
53.68	38.95	60.0	50.88	0.145	-0.004	0.368	60.49	0.860317	0.089947
54.3	45.02	59.45	52.92	0.213	0.083	0.455	53.57	0.418276	0.113793
54.79	41.44	53.88	50.04	0.207	0.036	0.439	58.35	-0.223886	0.122286
56.57	42.13	51.76	50.15	0.2	0.029	0.425	59.34	-0.140321	0.072686
58.69	49.42	55.98	54.7	0.251	0.065	0.462	53.61	-0.834496	0.050388
55.32	45.23	53.51	51.35	0.196	0.056	0.451	57.07	-0.343502	0.079422
63.77	55.65	50.43	56.62	0.234	0.089	0.477	49.98	-1.088663	0.055233
56.0	56.57	50.29	54.29	0.216	0.124	0.503	54.65	-0.823563	0.051724
58.28	43.05	53.97	51.77	0.235	0.039	0.432	59.35	-0.089369	0.096346
62.74	41.24	54.34	52.77	0.22	-0.045	0.406	57.04	-0.798968	0.047198
54.97	42.69	47.95	48.54	0.192	0.035	0.442	58.89	-1.083529	0.094118
58.12	41.11	53.11	50.78	0.207	-0.032	0.404	58.14	-0.810262	0.067686
57.26	36.51	58.92	50.9	0.208	-0.007	0.404	55.82	-0.192083	0.104167
57.28	43.2	53.4	51.29	0.251	0.084	0.462	61	-0.103415	0.092683
56.02	36.93	59.75	50.9	0.204	0.003	0.409	53.96	-0.205	0.104167
55.62	55.62	47.19	52.81	0.206	0.044	0.456	57.33	-0.735593	0.056497
49.67	43.09	53.29	48.68	0.218	0.047	0.432	57.73	0.678548	0.125413
57.31	51.85	56.92	55.36	0.189	0.0	0.411	56.15	-0.318359	0.052734
48.99	48.32	54.36	50.56	0.251	0.127	0.493	58.68	0.355892	0.107744
53.9	42.2	59.86	51.99	0.199	0.071	0.442	56.74	0.07954	0.112644
51.35	41.58	54.89	49.27	0.195	0.071	0.444	59.37	-0.048125	0.10625
50.1	39.26	57.06	48.81	0.184	0.033	0.418	55.76	0.012209	0.116279
55.99	44.38	53.37	51.25	0.246	0.112	0.481	56.91	-0.28349	0.080675
46.41	53.04	59.12	52.85	0.224	0.115	0.488	57.97	-0.022778	0.111111
58.97	50.0	57.44	55.47	0.215	0.122	0.481	50.61	-0.525239	0.080306
53.52	42.13	53.22	49.63	0.206	0.01	0.419	60.67	-0.105405	0.096096
56.26	45.93	53.63	51.94	0.216	0.094	0.467	54.59	-0.273128	0.0837
56.48	47.51	54.49	52.82	0.247	0.078	0.446	53.69	0.462333	0.096667
50.0	50.0	49.29	49.76	0.198	0.084	0.459	60.75	0.256228	0.078292
58.59	50.38	57.44	55.47	0.215	0.115	0.478	51.61	-0.492734	0.080306
46.41	53.04	58.56	52.67	0.23	0.125	0.494	56.89	-0.022778	0.111111
54.18	40.53	58.66	51.12	0.194	0.051	0.429	53.78	0.07102	0.112245
57.66	42.15	55.29	51.7	0.209	0.039	0.433	55.97	-0.273675	0.074954
48.17	44.27	55.96	49.46	0.186	0.011	0.408	61	-0.054023	0.124138
63.75	49.55	48.64	53.98	0.2	-0.011	0.407	57.74	-0.366061	0.078788
53.52	46.83	49.65	50.0	0.187	-0.019	0.394	58.43	0.239576	0.081272
52.95	43.67	53.59	50.07	0.197	-0.019	0.394	58.03	0.026638	0.120507
56.22	45.18	53.81	51.73	0.223	0.081	0.461	59.8	-0.243837	0.100381
55.56	53.17	61.9	56.88	0.265	0.143	0.512	47.35	0.0088	0.072
53.94	40.75	60.43	51.71	0.205	0.013	0.409	55.25	-0.001775	0.078895
58.87	47.62	53.25	53.25	0.21	0.057	0.436	56.34	-0.403037	0.039046
58.85	38.02	58.33	51.74	0.233	0.004	0.412	61	-0.068063	0.08377
55.91	54.39	49.39	53.23	0.202	0.003	0.412	59.22	-0.44693	0.040182
58.43	51.2	50.0	53.21	0.215	0.105	0.477	51.71	-0.918127	0.069486
50.0	44.83	50.86	48.56	0.229	0.017	0.448	60.32	-0.450649	0.116883
59.09	42.8	53.22	51.7	0.225	0.082	0.458	53.47	0.187476	0.043643
54.07	43.09	55.28	50.81	0.21	0.033	0.435	56.68	-0.180816	0.089796
56.85	45.86	52.75	51.82	0.227	0.073	0.46	55.62	-0.299267	0.091642
56.2	44.84	52.18	51.07	0.204	0.019	0.422	58.26	-0.181999	0.079583
57.25	42.75	47.83	49.28	0.266	0.082	0.472	58.73	-0.876727	0.069091
58.7	43.07	49.35	50.38	0.194	-0.01	0.404	58.33	-0.162773	0.086066
54.62	42.58	48.43	48.55	0.222	0.037	0.438	59.92	-0.314935	0.089083
56.42	46.93	55.31	52.89	0.171	0.002	0.413	57.61	-0.274719	0.073034
61.16	38.02	48.76	49.31	0.158	-0.066	0.383	53.22	-0.81	0.025
55.07	50.0	56.76	53.95	0.296	0.206	0.55	54.99	-0.071671	0.108959
54.22	46.99	50.36	50.52	0.2	0.007	0.417	60.11	-0.536232	0.065217
56.39	41.69	57.35	51.81	0.23	0.065	0.451	55.73	-0.209904	0.108696
52.86	45.14	55.71	51.24	0.191	0.026	0.432	60.42	-0.4149	0.051576
54.69	46.71	50.7	50.7	0.192	-0.064	0.383	61	-0.541882	0.101176
53.87	47.47	49.87	50.4	0.228	0.039	0.453	59.24	-0.448663	0.072193
54.88	53.66	53.25	53.93	0.231	0.14	0.496	51.33	-0.570204	0.044898
53.28	44.44	56.31	51.35	0.186	0.04	0.442	57.96	-0.391392	0.068354
50.4	40.0	63.2	51.2	0.237	0.145	0.5	51.76	0.032258	0.120968
50.63	47.36	56.17	51.39	0.23	0.014	0.434	56.9	-0.147222	0.116162
56.41	37.18	55.41	49.67	0.22	0.06	0.445	57.12	-0.190585	0.061341
57.52	45.1	64.05	55.56	0.246	0.129	0.492	50.07	-0.260656	0.078689
56.99	46.17	58.31	53.83	0.202	0.079	0.45	57.48	-0.021958	0.05291
51.72	38.62	66.9	52.41	0.301	0.253	0.577	45.96	-0.75625	0.131944
52.57	45.97	52.81	50.45	0.213	0.037	0.44	60.16	-0.261275	0.105392
54.68	39.57	56.38	50.21	0.237	0.074	0.47	57.96	-0.391898	0.102345
57.38	45.49	54.92	52.6	0.226	0.113	0.489	49.72	-0.169959	0.069959
59.32	39.55	49.32	49.39	0.219	0.015	0.431	56.82	-0.469704	0.118451
53.88	44.49	52.24	50.2	0.205	-0.01	0.42	59.12	-0.672951	0.077869
53.99	49.57	52.49	52.01	0.194	0.042	0.434	57.83	-0.013428	0.078199
58.01	49.68	50.0	52.56	0.193	-0.031	0.395	59.57	-0.349839	0.022508
52.28	52.28	58.12	54.23	0.299	0.215	0.554	46.9	-0.082443	0.083969
57.11	45.64	51.37	51.37	0.213	0.012	0.425	60.61	-0.69775	0.0425
55.39	45.59	61.76	54.25	0.209	0.063	0.456	56.09	-0.544828	0.08867
57.54	35.75	55.87	49.72	0.221	0.026	0.425	60.92	-0.548876	0.050562
51.59	49.86	54.49	51.98	0.276	0.076	0.482	61	-0.62064	0.075581
50.0	51.43	59.29	53.57	0.225	0.148	0.508	53.93	-0.793525	0.086331
56.98	45.01	50.55	50.85	0.21	0.043	0.433	61	-0.215333	0.095556
52.38	42.47	56.5	50.45	0.223	0.049	0.453	58.72	-0.283505	0.127577
58.19	41.04	55.88	51.7	0.233	0.05	0.45	54.08	-0.227799	0.069498
56.58	50.1	56.19	54.29	0.213	-0.003	0.428	57.55	-0.648425	0.074803
42.5	35.83	61.67	46.67	0.25	0.072	0.47	53.18	-0.251261	0.142857
58.21	50.75	58.21	55.72	0.217	0.11	0.459	41.88	0.083333	0.060606
55.25	56.43	61.02	57.57	0.182	-0.088	0.39	52.21	-0.845729	0.034166
49.63	47.76	51.12	49.5	0.143	-0.077	0.362	60.51	-0.414232	0.067416
51.22	48.78	54.88	51.63	0.157	-0.109	0.355	60.65	-0.945679	0.049383
51.16	45.85	60.13	52.38	0.225	-0.011	0.417	57.25	-0.390333	0.086667
60.58	50.44	51.53	54.18	0.233	0.023	0.439	55.09	-0.664353	0.048941
55.67	46.87	55.5	52.68	0.218	0.065	0.457	58.49	-0.22678	0.069492
57.89	38.69	55.21	50.6	0.237	0.109	0.474	58.48	-0.292697	0.09389
55.29	50.0	55.1	53.46	0.224	0.074	0.459	54.6	-0.384872	0.074656
53.41	41.22	58.29	50.98	0.184	0.073	0.445	58.22	0.140831	0.114914
57.6	54.39	47.08	53.02	0.194	0.003	0.413	59.71	-0.604106	0.061584
57.08	35.16	53.88	48.71	0.287	0.172	0.525	51.72	-0.348741	0.086957
49.26	45.93	65.19	53.46	0.248	0.075	0.471	51.8	-0.42119	0.126394
57.08	49.36	49.79	52.07	0.214	0.008	0.428	61	-0.756035	0.038793
59.95	42.6	53.32	51.96	0.226	0.114	0.483	61	-0.481074	0.092072
58.64	40.91	64.55	54.7	0.164	-0.027	0.371	60.15	0.238813	0.077626
62.57	51.96	45.81	53.45	0.277	0.111	0.503	46.43	-0.670225	0.02809
47.84	43.52	60.23	50.53	0.227	0.077	0.459	56.63	0.575722	0.132948
53.98	43.15	53.13	50.08	0.211	0.054	0.441	59.39	-0.129153	0.122034
54.73	57.21	50.75	54.23	0.178	0.027	0.415	58.23	-0.0665	0.065
56.98	40.09	53.9	50.33	0.219	0.047	0.44	56.39	-0.13282	0.06112
55.94	47.09	49.18	50.74	0.228	0.001	0.419	57.14	-0.21215	0.109813
55.56	48.79	54.44	52.93	0.206	0.054	0.442	58.66	-0.337513	0.055612
48.76	48.26	52.74	49.92	0.193	0.043	0.44	57.62	0.0155	0.085
54.42	45.58	50.34	50.11	0.276	0.102	0.491	61	-0.425939	0.095563
55.06	42.41	50.47	49.31	0.232	0.043	0.439	55.15	-0.107766	0.101426
55.76	45.97	49.19	50.31	0.173	-0.01	0.405	60.7	-0.428374	0.056517
60.8	50.36	48.5	53.22	0.211	0.074	0.451	56.08	-0.408166	0.063037
56.17	41.94	52.37	50.16	0.234	0.058	0.452	58.46	-0.060076	0.055133
52.41	47.88	45.61	48.63	0.205	-0.017	0.411	57.47	-0.236364	0.085227
56.86	50.33	49.53	52.24	0.188	-0.001	0.405	59.94	-0.659867	0.044
56.53	44.22	52.43	51.06	0.218	0.021	0.434	56.44	-0.077196	0.080374
58.87	38.39	53.71	50.32	0.252	0.095	0.475	53.65	-0.497092	0.058158
62.72	45.81	50.88	53.13	0.212	-0.007	0.414	58.62	-0.754232	0.040623
55.81	51.94	56.43	54.72	0.273	0.172	0.526	52.06	-0.404125	0.11
55.07	44.13	54.85	51.35	0.197	0.061	0.439	56.38	0.109018	0.079909
65.43	48.15	50.62	54.73	0.278	0.022	0.481	54.15	-1.29875	0.0625
56.93	42.68	50.49	50.03	0.239	0.093	0.474	56.18	-0.309971	0.086999
45.05	41.21	52.75	46.34	0.217	0.066	0.45	61	-0.397238	0.099448
60.11	41.99	54.49	52.2	0.217	0.011	0.427	58.96	-0.470745	0.088608
57.69	45.88	57.14	53.57	0.19	0.044	0.442	61	-0.626171	0.112948
56.83	42.97	60.59	53.47	0.195	0.052	0.426	53.38	0.045833	0.061508
56.3	37.78	57.78	50.62	0.241	0.08	0.469	49.68	-0.082836	0.119403
57.6	50.06	51.42	53.03	0.211	0.039	0.44	56.4	-0.417327	0.05198
55.7	46.2	56.33	52.74	0.201	0.093	0.459	61	-0.166879	0.070064
53.22	48.32	54.64	52.06	0.275	0.171	0.529	53.16	0.099226	0.107097
53.33	45.85	53.33	50.84	0.233	0.055	0.456	55.54	-0.086066	0.09719
54.63	53.73	50.45	52.94	0.198	0.05	0.443	59.66	-0.37485	0.041916
49.58	45.38	52.94	49.3	0.206	0.089	0.462	56.3	-0.491525	0.09322
61.69	46.75	49.03	52.49	0.207	0.048	0.441	57.78	-0.398158	0.031419
55.28	44.44	48.89	49.54	0.232	-0.04	0.407	59.13	-0.558496	0.069638
53.37	43.27	51.92	49.52	0.226	0.094	0.468	51.84	-0.237198	0.077295
55.97	50.75	47.76	51.49	0.162	-0.097	0.377	61	-1.123308	0.045113
59.52	50.53	51.59	53.88	0.207	0.024	0.43	60.01	-0.203183	0.114058
55.47	47.45	47.45	50.12	0.209	0.046	0.436	55.09	0.049265	0.088235
57.63	44.07	59.32	53.67	0.258	0.158	0.518	55.48	0.062069	0.086207
51.47	50.4	47.72	49.87	0.209	-0.042	0.407	58.52	-0.346237	0.083333
60.45	42.67	57.1	53.4	0.243	0.118	0.483	51.52	-0.242505	0.070298
58.55	48.5	52.14	53.06	0.213	0.02	0.43	55.69	-0.134047	0.077088
55.41	45.54	55.79	52.25	0.205	0.032	0.435	58.73	-0.678137	0.076046
48.98	45.51	55.31	49.93	0.178	0.017	0.409	61	0.460941	0.118609
55.68	45.08	52.32	51.03	0.247	0.087	0.472	57.03	-0.327597	0.097403
52.61	43.79	52.15	49.52	0.207	0.01	0.424	58.09	-0.305349	0.1
53.26	45.02	52.68	50.32	0.186	0.016	0.408	55.66	0.014779	0.092131
52.78	50.12	47.22	50.04	0.212	0.035	0.442	57.22	-0.316262	0.109223
56.22	44.86	52.43	51.17	0.216	0.071	0.464	55.67	-0.08913	0.054348
56.68	56.68	59.57	57.64	0.192	0.057	0.433	49.02	-0.177536	0.054348
57.11	40.06	56.91	51.36	0.23	0.06	0.456	58.22	-0.477172	0.09697
54.4	37.82	54.92	49.05	0.189	-0.056	0.374	57.04	-0.393766	0.124675
60.09	43.6	54.66	52.78	0.195	0.033	0.422	57.21	-0.269783	0.095652
55.61	41.95	53.41	50.33	0.197	-0.015	0.406	58.63	-0.353301	0.05379
64.15	42.86	46.36	51.12	0.211	-0.002	0.417	60.19	-0.742703	0.045946
59.49	47.18	51.28	52.65	0.205	0.085	0.471	59.93	-0.695887	0.053985
54.95	36.04	57.96	49.65	0.209	0.026	0.426	60.05	-0.614157	0.10241
60.26	47.84	58.41	55.5	0.219	0.079	0.456	53.89	-0.559304	0.049716
60.85	43.0	52.13	51.99	0.203	0.017	0.423	56.01	0.021341	0.056911
43.21	37.04	59.88	46.71	0.185	0.033	0.419	45.08	1.192546	0.167702
56.54	41.15	55.0	50.9	0.275	0.064	0.469	55.9	-0.296525	0.07722
45.64	64.43	56.04	55.37	0.22	0.059	0.46	59.31	-0.512458	0.057239
57.5	43.98	52.3	51.26	0.212	0.024	0.437	56.01	-0.270089	0.065476
57.26	50.81	60.48	56.18	0.198	0.066	0.446	52.86	-0.221951	0.056911
54.91	41.66	54.79	50.45	0.198	0.033	0.434	58.79	-0.225711	0.091232
61.92	45.06	54.36	53.78	0.252	0.113	0.488	53.91	-0.065598	0.040816
50.56	37.08	48.31	45.32	0.197	-0.172	0.349	57.61	-0.743182	0.102273
56.07	37.38	58.03	50.49	0.205	0.107	0.457	57.01	0.635198	0.078947
63.19	58.46	45.28	55.64	0.185	0.046	0.428	60.98	-1.437278	0.051282
52.07	39.31	60.69	50.69	0.192	0.063	0.448	56.23	-0.177163	0.100346
56.11	42.53	58.14	52.26	0.226	0.114	0.483	55.77	-0.223669	0.092865
46.57	39.71	70.59	52.29	0.293	0.18	0.535	47.4	-0.324138	0.093596
50.0	43.92	60.14	51.35	0.238	0.078	0.468	46.53	-0.096599	0.102041
51.46	48.54	57.89	52.63	0.218	0.071	0.468	55.65	-0.234018	0.085044
52.63	35.53	67.11	51.75	0.281	0.118	0.493	41.44	-0.385333	0.186667
56.71	51.23	54.92	54.29	0.213	0.064	0.459	55.28	-0.51523	0.081747
59.79	51.96	52.31	54.69	0.177	-0.048	0.396	55.34	-0.638571	0.017857
60.81	48.65	51.35	53.6	0.261	0.173	0.5	61	0.304109	0.09589
57.46	41.79	53.36	50.87	0.226	0.073	0.453	59.15	-0.255431	0.093633
60.27	47.32	49.55	52.38	0.225	-0.003	0.423	61	-0.428251	0.134529
57.64	40.47	61.28	53.13	0.255	0.14	0.494	48.73	-0.136735	0.084548
55.84	48.7	55.84	53.46	0.155	-0.08	0.354	56.42	-0.2	0.084967
59.63	45.87	47.71	51.07	0.154	-0.147	0.317	59.47	-0.001852	0.064815
55.05	44.09	60.17	53.11	0.251	0.097	0.48	51.94	-0.509268	0.096341
51.34	52.68	50.45	51.49	0.193	-0.041	0.411	60.24	-0.671301	0.09417
63.38	45.92	49.01	52.77	0.258	0.121	0.482	60.21	0.088983	0.050847
55.31	45.25	50.28	50.28	0.195	0.049	0.446	57.44	-0.105602	0.103641
54.92	44.49	51.57	50.33	0.2	0.0	0.416	60.79	-0.431756	0.08284
55.67	43.71	55.79	51.72	0.258	0.112	0.489	54.55	-0.493267	0.097257
60.37	42.22	51.85	51.48	0.201	-0.017	0.407	59.67	-0.328624	0.052045
53.7	39.3	52.14	48.38	0.249	0.113	0.48	59.55	-0.048828	0.105469
50.0	43.66	50.7	48.12	0.217	0.091	0.462	57.18	0.156737	0.078014
51.37	44.31	52.03	49.24	0.2	0.076	0.448	57.8	0.13966	0.124346
57.62	41.79	52.5	50.64	0.214	0.092	0.462	57.97	-0.084681	0.070348
55.87	40.97	55.87	50.9	0.231	0.105	0.475	53.08	-0.36306	0.11194
58.82	39.57	54.55	50.98	0.233	0.093	0.464	45.61	-0.373118	0.080645
54.51	43.14	61.57	53.07	0.202	0.067	0.45	55.66	0.280709	0.133858
55.12	43.24	59.67	52.68	0.237	0.059	0.459	53.49	-0.501266	0.102532
43.75	39.58	56.25	46.53	0.26	0.074	0.486	61	-0.438462	0.118881
58.56	59.46	47.75	55.26	0.168	-0.004	0.396	52.33	-0.294546	0.054545
50.78	46.09	53.91	50.26	0.197	0.049	0.423	47.85	0.208661	0.094488
57.45	49.36	46.38	51.06	0.178	-0.019	0.391	55.88	-0.220513	0.064103
54.7	45.3	57.26	52.42	0.229	0.08	0.468	56.26	-0.517597	0.133047
55.07	39.31	53.99	49.46	0.192	0.074	0.436	57.74	-0.077132	0.08167
51.11	51.11	53.33	51.85	0.163	-0.048	0.375	49.27	-0.510448	0.074627
50.6	51.79	52.38	51.59	0.165	-0.052	0.385	60.33	-0.171257	0.083832
56.04	51.65	57.14	54.95	0.167	-0.101	0.352	50.81	-0.365556	0.055556
56.97	52.73	48.48	52.73	0.15	0.008	0.398	49.38	-0.123171	0.042683
56.97	52.73	48.48	52.73	0.15	0.008	0.398	49.38	-0.123171	0.042683
54.13	47.25	59.17	53.52	0.181	0.016	0.419	56.07	-0.286437	0.091954
56.1	46.8	49.71	50.87	0.227	0.017	0.435	60.38	0.091837	0.069971
53.72	41.97	59.23	51.64	0.244	0.046	0.45	56.19	-0.181731	0.100962
56.83	39.75	51.8	49.46	0.215	0.112	0.46	56.22	-0.085766	0.079279
52.14	47.74	50.52	50.14	0.183	0.008	0.413	60.09	-0.263573	0.066125
