GeneID,Total_Codons,A%,T%,G%,C%
Psal_000564,570,18.95,31.58,19.3,30.18
Psal_000565,86,20.93,22.09,27.91,29.07
Psal_000566,394,21.07,25.13,27.16,26.65
Psal_000567,205,23.41,18.05,28.29,30.24
Psal_000568,302,18.87,21.52,21.52,38.08
Psal_000569,66,15.15,30.3,21.21,33.33
Psal_000570,498,25.3,22.89,17.67,34.14
Psal_000571,94,23.4,23.4,22.34,30.85
Psal_000572,453,20.75,32.01,13.25,34.0
Psal_000573,487,17.66,31.83,22.79,27.72
Psal_000574,216,24.07,26.85,20.37,28.7
Psal_000575,64,26.56,20.31,20.31,32.81
Psal_000576,585,19.15,30.26,21.37,29.23
Psal_000577,190,22.11,32.63,17.89,27.37
Psal_000578,113,23.01,30.97,12.39,33.63
Psal_000579,73,28.77,26.03,17.81,27.4
Psal_000580,239,21.34,26.36,27.2,25.1
Psal_000581,81,17.28,33.33,13.58,35.8
Psal_000582,37,21.62,21.62,21.62,35.14
Psal_000583,214,23.83,27.57,20.56,28.04
Psal_000584,1209,14.97,33.33,16.46,35.24
Psal_000585,285,25.96,27.37,16.84,29.82
Psal_000586,289,22.15,23.53,22.15,32.18
Psal_000587,310,22.26,22.9,30.65,24.19
Psal_000588,521,18.62,30.9,22.26,28.21
Psal_000589,486,21.6,27.16,23.25,27.98
Psal_000590,305,27.21,23.61,19.34,29.84
Psal_000591,246,22.76,31.71,21.95,23.58
Psal_000592,108,25.93,19.44,17.59,37.04
Psal_000593,199,17.59,23.62,28.64,30.15
Psal_000594,517,19.73,25.34,26.5,28.43
Psal_000595,188,17.55,29.26,23.4,29.79
Psal_000596,266,25.19,20.3,20.68,33.83
Psal_000597,227,26.87,21.15,24.67,27.31
Psal_000598,212,28.77,26.42,16.98,27.83
Psal_000599,223,22.87,23.32,30.49,23.32
Psal_000600,163,19.63,25.15,30.67,24.54
Psal_000601,863,13.33,30.71,22.83,33.14
Psal_000602,307,24.43,27.69,28.34,19.54
Psal_000603,92,18.48,21.74,40.22,19.57
Psal_000604,142,23.94,21.13,21.13,33.8
Psal_000605,208,18.27,26.44,20.67,34.62
Psal_000606,400,19.5,28.25,25.5,26.75
Psal_000608,85,21.18,18.82,24.71,35.29
Psal_000609,460,20.22,26.3,23.91,29.57
Psal_000610,205,18.54,33.66,21.46,26.34
Psal_000611,36,33.33,25.0,25.0,16.67
Psal_000612,173,14.45,30.64,20.23,34.68
Psal_000613,335,24.18,32.24,21.79,21.79
Psal_000614,151,21.85,17.22,25.17,35.76
Psal_000615,486,15.64,29.42,24.07,30.86
Psal_000616,105,10.48,27.62,22.86,39.05
Psal_000617,84,17.86,22.62,14.29,45.24
Psal_000618,202,24.75,18.81,17.82,38.61
Psal_000619,28,14.29,28.57,17.86,39.29
Psal_000620,541,17.74,28.65,22.92,30.68
Psal_000621,183,16.94,25.14,29.51,28.42
Psal_000622,51,15.69,33.33,19.61,31.37
Psal_000623,144,22.22,22.92,17.36,37.5
Psal_000624,127,26.77,29.13,20.47,23.62
Psal_000625,389,13.62,31.88,17.22,37.28
Psal_000626,95,21.05,22.11,25.26,31.58
Psal_000627,71,30.99,23.94,25.35,19.72
Psal_000628,456,15.79,26.75,18.86,38.6
Psal_000629,125,24.0,24.8,20.0,31.2
Psal_000630,220,20.45,34.55,16.82,28.18
Psal_000632,212,26.42,26.89,14.15,32.55
Psal_000633,286,20.98,29.02,25.87,24.13
Psal_000634,447,19.91,27.52,17.45,35.12
Psal_000635,154,25.97,26.62,17.53,29.87
Psal_000636,141,14.89,31.21,24.82,29.08
Psal_000637,81,29.63,27.16,20.99,22.22
Psal_000638,450,22.67,26.22,20.44,30.67
Psal_000639,885,20.79,29.72,22.03,27.46
Psal_000640,283,19.43,24.03,21.2,35.34
Psal_000641,97,21.65,23.71,17.53,37.11
Psal_000642,150,24.67,20.67,25.33,29.33
Psal_000643,426,15.26,24.88,22.77,37.09
Psal_000644,68,19.12,22.06,29.41,29.41
Psal_000645,80,25.0,25.0,23.75,26.25
Psal_000646,83,20.48,24.1,18.07,37.35
Psal_000647,148,22.3,34.46,17.57,25.68
Psal_000648,129,20.16,27.13,18.6,34.11
Psal_000649,315,19.68,25.71,26.03,28.57
Psal_000650,83,28.92,24.1,20.48,26.51
Psal_000651,105,25.71,20.95,19.05,34.29
Psal_000652,61,24.59,19.67,13.11,42.62
Psal_000653,111,25.23,26.13,18.92,29.73
Psal_000654,111,25.23,26.13,18.92,29.73
Psal_000655,257,18.29,22.18,26.85,32.68
Psal_000656,208,23.56,28.85,22.12,25.48
Psal_000657,226,20.8,23.45,23.45,32.3
Psal_000658,323,19.5,30.34,23.53,26.63
Psal_000659,535,22.24,28.04,25.61,24.11
Psal_000660,586,23.55,26.28,20.99,29.18
Psal_000661,243,9.47,34.98,18.11,37.45
Psal_000662,846,19.86,30.73,20.92,28.49
Psal_000663,105,17.14,38.1,21.9,22.86
Psal_000664,124,29.03,21.77,26.61,22.58
Psal_000665,340,15.29,30.29,20.0,34.41
Psal_000666,721,22.33,32.59,18.17,26.91
Psal_000667,417,23.5,30.7,24.22,21.58
Psal_000668,240,18.33,24.17,22.08,35.42
Psal_000669,151,18.54,28.48,27.15,25.83
Psal_000670,221,28.05,28.05,19.0,24.89
Psal_000671,84,19.05,34.52,14.29,32.14
Psal_000672,239,23.85,25.52,19.67,30.96
Psal_000673,860,20.7,30.0,22.33,26.98
Psal_000674,562,22.6,27.58,23.31,26.51
Psal_000675,124,14.52,25.81,17.74,41.94
Psal_000676,155,21.29,29.03,20.65,29.03
Psal_000677,294,21.09,27.55,22.45,28.91
Psal_000678,519,30.25,24.66,16.57,28.52
Psal_000679,33,21.21,33.33,15.15,30.3
Psal_000680,472,19.7,29.24,23.73,27.33
Psal_000681,201,25.37,22.89,15.42,36.32
Psal_000682,189,21.16,25.93,20.11,32.8
Psal_000683,140,17.86,33.57,30.0,18.57
Psal_000684,543,17.68,31.68,20.81,29.83
Psal_000685,1184,16.81,29.65,19.26,34.29
Psal_000686,214,21.96,18.22,24.3,35.51
Psal_000687,145,27.59,25.52,22.07,24.83
Psal_000688,262,22.52,23.66,20.23,33.59
Psal_000689,463,19.44,27.86,23.33,29.37
Psal_000690,370,25.68,26.49,24.59,23.24
Psal_000691,110,27.27,16.36,22.73,33.64
Psal_000692,409,24.21,30.81,18.34,26.65
Psal_000693,96,16.67,30.21,13.54,39.58
Psal_000694,219,16.89,30.59,21.46,31.05
Psal_000695,320,14.37,28.12,25.0,32.5
Psal_000696,215,16.28,35.35,27.44,20.93
Psal_000697,290,19.31,31.38,25.86,23.45
Psal_000698,175,21.14,26.29,29.14,23.43
Psal_000699,182,23.08,19.23,25.27,32.42
Psal_000700,430,17.91,26.51,26.05,29.53
Psal_000701,247,23.08,25.1,27.53,24.29
Psal_000702,213,18.31,28.17,18.78,34.74
Psal_000703,312,20.51,26.92,28.53,24.04
Psal_000704,267,23.6,20.6,21.35,34.46
Psal_000705,77,12.99,32.47,28.57,25.97
Psal_000706,152,22.37,20.39,17.11,40.13
Psal_000707,163,18.4,26.38,30.06,25.15
Psal_000708,252,18.25,23.81,18.65,39.29
Psal_000709,550,20.36,30.91,21.27,27.45
Psal_000710,327,14.98,24.77,44.04,16.21
Psal_000711,189,26.98,9.52,21.69,41.8
Psal_000712,321,9.97,21.81,49.53,18.69
Psal_000713,181,22.65,9.94,11.05,56.35
Psal_000714,119,24.37,17.65,21.01,36.97
Psal_000715,1259,11.76,26.77,44.32,17.16
Psal_000716,264,26.14,26.89,10.23,36.74
Psal_000717,247,23.08,29.15,22.67,25.1
Psal_000718,337,15.43,32.64,24.63,27.3
Psal_000719,332,16.27,29.82,21.39,32.53
Psal_000720,265,19.62,25.28,27.92,27.17
Psal_000721,221,21.27,21.72,19.91,37.1
Psal_000722,205,23.9,26.83,31.22,18.05
Psal_000723,382,15.71,27.49,21.2,35.6
Psal_000724,198,20.71,24.24,17.68,37.37
Psal_000725,84,28.57,30.95,23.81,16.67
Psal_000726,374,29.41,29.14,15.51,25.94
Psal_000727,268,25.0,29.1,18.66,27.24
Psal_000728,333,19.82,21.62,32.43,26.13
Psal_000729,339,20.94,26.84,23.3,28.91
Psal_000730,77,20.78,16.88,27.27,35.06
Psal_000731,142,29.58,33.1,10.56,26.76
Psal_000732,637,20.09,24.8,21.66,33.44
Psal_000733,341,15.25,20.82,30.5,33.43
Psal_000734,86,23.26,23.26,11.63,41.86
Psal_000735,471,19.75,22.72,29.51,28.03
Psal_000736,425,17.65,30.12,17.41,34.82
Psal_000737,219,15.53,28.77,17.35,38.36
Psal_000738,141,16.31,36.88,10.64,36.17
Psal_000739,232,24.57,22.41,28.02,25.0
Psal_000740,168,23.21,30.36,23.81,22.62
Psal_000741,488,20.7,25.2,19.47,34.63
Psal_000742,309,16.5,33.33,16.83,33.33
Psal_000743,142,21.13,26.76,21.13,30.99
Psal_000744,239,12.13,31.8,11.72,44.35
Psal_000745,428,21.26,27.57,19.16,32.01
Psal_000746,135,30.37,23.7,22.96,22.96
Psal_000747,86,25.58,18.6,24.42,31.4
Psal_000748,884,17.53,31.33,21.15,29.98
Psal_000749,215,26.51,25.12,20.47,27.91
Psal_000750,97,26.8,23.71,18.56,30.93
Psal_000751,552,18.66,28.8,21.2,31.34
Psal_000752,253,28.46,22.53,15.42,33.6
Psal_000753,330,21.21,28.79,18.79,31.21
Psal_000754,44,25.0,29.55,31.82,13.64
Psal_000755,200,29.0,20.0,26.0,25.0
Psal_000756,206,30.1,20.87,25.73,23.3
Psal_000757,212,17.92,25.47,25.0,31.6
Psal_000758,439,21.41,25.06,22.32,31.21
Psal_000759,195,24.62,22.56,31.28,21.54
Psal_000760,32,15.62,21.88,31.25,31.25
Psal_000761,402,15.67,33.83,14.68,35.82
Psal_000762,272,19.49,18.38,30.15,31.99
Psal_000763,520,21.15,23.85,28.08,26.92
Psal_000764,74,12.16,27.03,22.97,37.84
Psal_000765,282,19.15,26.6,20.21,34.04
Psal_000766,163,23.31,22.09,15.95,38.65
Psal_000767,145,26.21,21.38,22.76,29.66
Psal_000768,307,25.41,28.34,22.8,23.45
Psal_000769,71,9.86,38.03,19.72,32.39
Psal_000770,80,10.0,33.75,5.0,51.25
Psal_000771,279,21.86,24.73,26.16,27.24
Psal_000772,681,17.77,28.05,18.21,35.98
Psal_000773,953,20.67,29.91,23.82,25.6
Psal_000774,350,17.14,28.0,27.71,27.14
Psal_000775,203,22.17,19.21,23.65,34.98
Psal_000776,446,18.83,27.13,23.09,30.94
Psal_000777,649,20.96,25.58,26.35,27.12
Psal_000779,102,23.53,27.45,15.69,33.33
Psal_000780,458,23.36,25.98,18.56,32.1
Psal_000781,130,23.08,17.69,30.77,28.46
Psal_000782,406,22.91,29.8,19.95,27.34
Psal_000783,204,9.8,32.35,10.29,47.55
Psal_000784,421,19.0,25.65,27.79,27.55
Psal_000785,323,14.24,31.58,20.43,33.75
Psal_000786,55,18.18,20.0,32.73,29.09
Psal_000787,127,20.47,33.07,18.11,28.35
Psal_000788,272,16.18,24.26,25.37,34.19
Psal_000789,34,35.29,17.65,17.65,29.41
Psal_000790,141,26.95,24.11,12.06,36.88
Psal_000791,73,21.92,34.25,15.07,28.77
Psal_000792,196,19.39,26.02,17.35,37.24
Psal_000793,194,25.26,30.41,20.1,24.23
Psal_000794,685,20.88,23.94,23.21,31.97
Psal_000795,184,27.17,27.17,19.57,26.09
Psal_000796,143,20.98,34.27,20.28,24.48
Psal_000797,33,21.21,21.21,24.24,33.33
Psal_000798,452,16.37,34.29,18.81,30.53
Psal_000799,322,19.25,32.3,22.36,26.09
Psal_000800,477,22.01,24.74,27.04,26.21
Psal_000801,172,15.12,29.65,15.7,39.53
Psal_000802,100,21.0,27.0,26.0,26.0
Psal_000803,104,25.0,16.35,31.73,26.92
Psal_000804,531,18.27,24.67,21.28,35.78
Psal_000805,206,20.87,30.58,16.99,31.55
Psal_000806,212,24.06,31.6,18.4,25.94
Psal_000807,771,23.35,26.07,20.88,29.7
Psal_000808,356,19.66,28.65,25.84,25.84
Psal_000809,173,10.4,24.86,21.97,42.77
Psal_000810,359,23.96,27.02,13.37,35.65
Psal_000811,807,14.62,33.71,19.45,32.22
Psal_000812,590,21.19,28.98,17.97,31.86
Psal_000813,182,10.99,26.92,15.38,46.7
Psal_000814,115,21.74,20.87,23.48,33.91
Psal_000815,520,25.0,26.73,21.15,27.12
Psal_000816,489,16.16,34.15,19.02,30.67
Psal_000817,378,23.54,27.51,21.69,27.25
Psal_000818,299,14.72,23.75,25.08,36.45
Psal_000819,199,13.57,36.68,10.55,39.2
Psal_000820,216,12.96,27.78,22.69,36.57
Psal_000821,586,16.21,30.72,20.14,32.94
Psal_000822,330,19.7,30.91,22.12,27.27
Psal_000823,54,40.74,29.63,5.56,24.07
Psal_000824,435,21.84,20.92,21.84,35.4
Psal_000825,310,17.74,29.35,14.19,38.71
Psal_000826,243,20.16,26.34,21.4,32.1
Psal_000827,262,23.66,24.81,20.61,30.92
Psal_000828,184,24.46,19.02,24.46,32.07
Psal_000829,343,9.33,34.11,8.75,47.81
Psal_000830,183,25.14,22.4,23.5,28.96
Psal_000831,395,22.03,28.1,20.25,29.62
Psal_000832,110,22.73,32.73,20.91,23.64
Psal_000833,199,20.1,23.62,22.11,34.17
Psal_000834,220,30.45,22.27,25.91,21.36
Psal_000835,272,25.37,36.4,12.13,26.1
Psal_000836,27,18.52,14.81,18.52,48.15
Psal_000837,199,27.14,34.67,27.64,10.55
Psal_000838,179,21.79,30.17,28.49,19.55
Psal_000839,201,25.37,30.85,22.89,20.9
Psal_000840,166,21.08,29.52,22.29,27.11
Psal_000841,260,24.23,36.92,11.92,26.92
Psal_000842,137,26.28,25.55,13.14,35.04
Psal_000843,87,17.24,27.59,22.99,32.18
Psal_000844,175,23.43,18.86,21.71,36.0
Psal_000845,125,22.4,16.8,43.2,17.6
Psal_000846,175,12.0,30.86,18.29,38.86
Psal_000847,113,22.12,28.32,24.78,24.78
Psal_000848,198,22.73,17.68,28.79,30.81
Psal_000849,606,18.98,26.9,21.62,32.51
Psal_000850,260,24.23,36.92,11.92,26.92
Psal_000851,131,18.32,29.01,23.66,29.01
Psal_000852,85,22.35,25.88,24.71,27.06
Psal_000853,76,17.11,31.58,21.05,30.26
Psal_000854,608,22.86,26.48,21.71,28.95
Psal_000855,163,18.4,28.22,25.15,28.22
Psal_000856,132,18.94,26.52,25.76,28.79
Psal_000857,238,16.81,34.87,21.43,26.89
Psal_000858,207,19.81,30.92,21.74,27.54
Psal_000859,667,29.99,17.99,28.19,23.84
Psal_000860,500,13.2,30.4,20.8,35.6
Psal_000861,359,21.73,20.61,25.35,32.31
Psal_000862,476,17.23,31.09,17.65,34.03
Psal_000863,228,21.49,26.32,20.61,31.58
Psal_000864,101,20.79,23.76,20.79,34.65
Psal_000865,403,31.76,20.35,22.83,25.06
Psal_000866,264,19.32,29.17,17.8,33.71
Psal_000867,213,22.54,23.0,21.6,32.86
Psal_000868,162,25.93,19.14,28.4,26.54
Psal_000869,64,25.0,18.75,32.81,23.44
Psal_000870,425,20.94,34.35,20.24,24.47
Psal_000871,184,15.76,35.33,21.2,27.72
Psal_000872,314,18.79,27.71,24.52,28.98
Psal_000873,344,20.35,24.71,22.97,31.98
Psal_000874,151,28.48,21.19,20.53,29.8
Psal_000875,157,17.83,29.94,17.83,34.39
Psal_000876,1208,22.19,27.15,21.27,29.39
Psal_000877,86,27.91,20.93,13.95,37.21
Psal_000878,126,17.46,25.4,28.57,28.57
Psal_000879,175,30.86,21.14,22.29,25.71
Psal_000880,154,28.57,31.82,16.23,23.38
Psal_000881,493,23.94,22.92,23.53,29.61
Psal_000882,209,28.23,30.62,19.14,22.01
Psal_000883,171,28.07,35.09,16.96,19.88
Psal_000884,188,25.0,19.68,22.87,32.45
Psal_000885,197,33.5,24.37,13.71,28.43
Psal_000886,763,20.97,28.7,19.27,31.06
Psal_000887,90,31.11,20.0,27.78,21.11
Psal_000888,527,20.3,27.32,22.01,30.36
Psal_000889,314,22.93,27.71,21.02,28.34
Psal_000890,192,21.88,28.65,20.83,28.65
Psal_000891,215,21.86,24.19,20.47,33.49
Psal_000892,679,19.44,31.37,17.08,32.11
Psal_000893,314,19.43,16.56,27.71,36.31
Psal_000894,407,15.72,32.19,29.48,22.6
Psal_000895,700,18.57,28.57,29.14,23.71
Psal_000896,89,24.72,28.09,20.22,26.97
Psal_000897,365,24.66,30.68,18.63,26.03
Psal_000898,81,24.69,17.28,30.86,27.16
Psal_000899,416,18.99,26.44,25.0,29.57
Psal_000900,174,21.26,16.09,19.54,43.1
Psal_000901,337,22.85,27.3,24.04,25.82
Psal_000902,108,10.19,29.63,37.96,22.22
Psal_000903,188,17.02,25.53,23.4,34.04
Psal_000904,176,14.77,33.52,25.57,26.14
Psal_000906,211,22.75,25.59,21.8,29.86
Psal_000907,534,21.16,27.34,22.28,29.21
Psal_000908,202,20.3,34.65,15.35,29.7
Psal_000909,220,31.36,23.64,20.91,24.09
Psal_000910,195,18.97,25.64,17.44,37.95
Psal_000911,255,22.35,23.14,23.53,30.98
Psal_000912,303,23.76,21.12,21.45,33.66
Psal_000913,110,10.0,28.18,13.64,48.18
Psal_000914,363,17.08,23.97,34.71,24.24
Psal_000915,514,19.07,22.57,30.54,27.82
Psal_000916,264,18.94,28.03,18.56,34.47
Psal_000917,740,24.19,28.38,20.41,27.03
Psal_000918,236,24.15,36.02,20.76,19.07
Psal_000919,190,24.74,22.11,21.58,31.58
Psal_000920,216,22.22,30.56,18.98,28.24
Psal_000921,220,22.27,27.73,25.0,25.0
Psal_000922,147,17.69,29.25,25.17,27.89
Psal_000923,175,20.0,31.43,18.29,30.29
Psal_000924,230,23.91,23.91,22.17,30.0
Psal_000925,179,26.82,19.55,31.84,21.79
Psal_000926,173,30.06,24.86,23.12,21.97
Psal_000927,242,25.62,23.14,23.14,28.1
Psal_000928,675,23.11,29.04,22.07,25.78
Psal_000929,285,19.3,25.26,23.16,32.28
Psal_000930,255,23.53,27.06,20.78,28.63
Psal_000931,162,26.54,27.16,25.31,20.99
Psal_000932,623,24.08,30.98,20.06,24.88
Psal_000933,381,22.05,27.03,25.2,25.72
Psal_000934,270,22.22,31.48,16.67,29.63
Psal_000935,154,22.73,27.92,19.48,29.87
Psal_000936,115,26.96,18.26,26.96,27.83
Psal_000937,96,19.79,23.96,25.0,31.25
Psal_000938,146,27.4,25.34,13.7,33.56
Psal_000939,143,19.58,25.87,28.67,25.87
Psal_000940,72,9.72,22.22,15.28,52.78
Psal_000941,148,20.95,30.41,15.54,33.11
Psal_000942,309,22.33,22.65,20.39,34.63
Psal_000943,593,19.9,29.17,21.25,29.68
Psal_000944,231,20.35,37.66,20.78,21.21
Psal_000945,218,22.94,27.52,23.85,25.69
Psal_000946,246,23.17,32.93,14.63,29.27
Psal_000947,287,23.69,31.71,14.29,30.31
Psal_000948,228,24.56,24.56,19.74,31.14
Psal_000949,231,12.99,14.29,48.92,23.81
Psal_000950,195,16.92,24.62,24.1,34.36
Psal_000951,43,0.0,41.86,11.63,46.51
Psal_000952,42,2.38,23.81,16.67,57.14
Psal_000953,342,19.01,21.35,27.19,32.46
Psal_000954,296,18.58,27.03,21.96,32.43
Psal_000955,297,19.87,22.56,22.56,35.02
Psal_000956,285,20.7,25.61,22.46,31.23
Psal_000957,306,20.92,23.2,19.93,35.95
Psal_000958,424,21.23,27.59,22.64,28.54
Psal_000959,232,21.12,26.29,24.14,28.45
Psal_000960,207,16.91,30.43,17.39,35.27
Psal_000961,181,29.83,27.07,13.26,29.83
Psal_000962,164,21.34,26.22,19.51,32.93
Psal_000963,186,20.43,28.49,20.43,30.65
Psal_000964,131,9.16,28.24,13.74,48.85
Psal_000965,137,19.71,30.66,14.6,35.04
Psal_000966,270,24.07,27.41,21.48,27.04
Psal_000967,184,18.48,22.83,26.63,32.07
Psal_000968,87,17.24,36.78,18.39,27.59
Psal_000969,68,4.41,36.76,10.29,48.53
Psal_000970,279,18.64,25.09,27.96,28.32
Psal_000971,70,22.86,21.43,18.57,37.14
Psal_000972,415,21.45,26.75,19.52,32.29
Psal_000973,129,24.81,24.03,31.78,19.38
Psal_000974,258,23.64,26.74,20.16,29.46
Psal_000975,207,20.77,28.99,21.26,28.99
Psal_000976,147,25.85,23.13,17.69,33.33
Psal_000977,266,18.42,24.81,22.56,34.21
Psal_000978,570,22.28,28.25,19.3,30.18
Psal_000979,304,16.12,29.93,23.03,30.92
Psal_000980,45,22.22,33.33,11.11,33.33
Psal_000981,174,23.56,21.26,27.01,28.16
Psal_000982,309,20.71,30.74,18.12,30.42
Psal_000983,96,12.5,32.29,18.75,36.46
Psal_000984,207,24.64,25.6,19.32,30.43
Psal_000985,161,18.63,26.71,21.74,32.92
Psal_000986,264,28.03,17.8,26.52,27.65
Psal_000987,286,12.59,16.43,33.92,37.06
Psal_000988,252,21.83,22.22,17.86,38.1
Psal_000990,364,18.13,25.27,26.65,29.95
Psal_000991,184,20.11,17.93,19.57,42.39
Psal_000992,346,15.03,28.61,33.53,22.83
Psal_000993,597,17.92,25.46,27.81,28.81
Psal_000994,631,25.99,30.43,20.44,23.14
Psal_000995,639,23.0,28.48,19.72,28.79
Psal_000996,179,26.26,29.05,12.29,32.4
Psal_000997,73,23.29,19.18,21.92,35.62
Psal_000998,68,14.71,36.76,26.47,22.06
Psal_000999,75,16.0,36.0,22.67,25.33
Psal_001000,206,24.76,19.42,27.18,28.64
Psal_001001,159,20.75,21.38,25.79,32.08
Psal_001002,331,22.66,25.38,27.79,24.17
Psal_001003,269,16.36,25.28,36.8,21.56
Psal_001004,231,18.61,25.11,18.61,37.66
Psal_001005,156,22.44,26.28,23.08,28.21
Psal_001006,284,17.61,29.93,25.35,27.11
Psal_001007,255,24.71,28.24,19.22,27.84
Psal_001008,419,22.91,24.58,19.57,32.94
Psal_001009,403,20.35,28.29,20.1,31.27
Psal_001010,362,22.65,27.35,22.65,27.35
Psal_001011,79,25.32,29.11,20.25,25.32
Psal_001012,113,29.2,21.24,26.55,23.01
Psal_001013,225,24.0,35.11,16.44,24.44
Psal_001014,495,25.05,26.67,23.23,25.05
Psal_001015,288,23.96,25.35,17.71,32.99
Psal_001016,703,21.34,29.3,25.18,24.18
Psal_001017,189,18.52,23.81,25.4,32.28
Psal_001018,165,16.36,26.06,23.03,34.55
Psal_001019,116,22.41,21.55,13.79,42.24
Psal_001020,47,27.66,21.28,27.66,23.4
Psal_001021,82,23.17,28.05,23.17,25.61
Psal_001022,139,18.71,38.85,16.55,25.9
Psal_001023,514,22.96,28.6,21.6,26.85
Psal_001024,242,9.09,36.36,9.5,45.04
Psal_001025,326,19.94,33.13,19.94,26.99
Psal_001026,453,18.98,30.46,19.21,31.35
Psal_001027,165,24.24,29.09,17.58,29.09
Psal_001028,329,17.93,30.09,24.62,27.36
Psal_001029,544,16.91,36.95,20.22,25.92
Psal_001030,146,28.77,25.34,19.18,26.71
Psal_001031,475,26.74,24.0,23.16,26.11
Psal_001032,115,10.43,29.57,20.0,40.0
Psal_001033,182,22.53,23.63,17.58,36.26
Psal_001037,80,12.5,30.0,26.25,31.25
Psal_001038,37,13.51,18.92,16.22,51.35
Psal_001039,249,18.88,28.92,18.47,33.73
Psal_001040,409,22.74,25.18,24.21,27.87
Psal_001041,96,15.62,17.71,17.71,48.96
Psal_001042,326,6.13,34.36,10.43,49.08
Psal_001043,526,21.48,25.67,22.24,30.61
Psal_001044,417,20.38,29.02,19.9,30.7
Psal_001045,383,19.32,30.55,16.97,33.16
Psal_001046,377,20.42,31.03,20.69,27.85
Psal_001047,727,18.98,26.96,23.93,30.12
Psal_001048,326,16.87,28.22,22.7,32.21
Psal_001049,283,18.37,21.2,31.1,29.33
Psal_001050,306,20.26,30.39,19.28,30.07
Psal_001051,321,21.5,27.1,23.36,28.04
Psal_001052,146,18.49,32.19,13.7,35.62
Psal_001053,274,20.07,28.47,25.55,25.91
Psal_001054,283,10.25,35.69,10.25,43.82
Psal_001055,118,22.88,37.29,17.8,22.03
Psal_001056,179,21.79,22.91,26.82,28.49
Psal_001057,192,20.31,26.56,18.23,34.9
Psal_001058,188,20.74,28.72,19.68,30.85
Psal_001059,188,14.89,22.87,31.38,30.85
Psal_001060,355,13.52,28.73,13.24,44.51
Psal_001061,284,13.03,27.46,27.46,32.04
Psal_001062,206,15.53,33.5,14.08,36.89
Psal_001063,413,16.46,37.53,8.96,37.05
Psal_001064,191,11.52,39.27,13.61,35.6
Psal_001065,168,17.26,23.81,30.36,28.57
Psal_001066,134,25.37,23.88,26.87,23.88
Psal_001067,105,18.1,19.05,34.29,28.57
Psal_001068,378,22.22,26.19,22.49,29.1
Psal_001069,313,19.81,27.8,20.13,32.27
Psal_001070,198,20.71,26.26,22.73,30.3
Psal_001071,290,17.93,34.14,17.59,30.34
Psal_001072,242,19.83,30.58,26.86,22.73
Psal_001073,263,14.83,23.57,36.5,25.1
Psal_001074,240,20.42,21.25,22.08,36.25
Psal_001075,165,21.21,12.73,12.73,53.33
Psal_001076,59,32.2,16.95,22.03,28.81
Psal_001077,243,9.88,27.16,36.63,26.34
Psal_001078,181,22.65,25.41,25.97,25.97
Psal_001079,160,20.0,21.25,26.88,31.87
Psal_001080,1162,16.09,30.29,19.97,33.65
Psal_001081,319,21.94,30.09,24.76,23.2
Psal_001082,253,25.69,30.43,17.39,26.48
Psal_001083,145,22.76,25.52,14.48,37.24
Psal_001084,97,22.68,29.9,16.49,30.93
Psal_001085,685,22.63,27.3,22.19,27.88
Psal_001086,87,6.9,27.59,12.64,52.87
Psal_001087,160,27.5,20.0,30.0,22.5
Psal_001088,266,21.05,27.44,20.3,31.2
Psal_001089,172,30.81,25.58,21.51,22.09
Psal_001090,222,24.77,27.03,20.72,27.48
Psal_001091,374,21.93,31.55,16.04,30.48
Psal_001092,366,12.84,36.07,12.84,38.25
Psal_001093,1281,20.22,28.81,19.44,31.54
Psal_001094,739,19.22,34.24,18.27,28.28
Psal_001095,299,23.41,26.76,20.74,29.1
Psal_001096,386,23.83,28.76,20.98,26.42
Psal_001097,33,15.15,30.3,18.18,36.36
Psal_001098,521,25.53,25.14,19.96,29.37
Psal_001099,141,24.11,26.24,21.99,27.66
Psal_001100,269,24.91,23.42,19.7,31.97
Psal_001101,172,24.42,25.0,23.26,27.33
Psal_001102,203,21.18,27.09,23.15,28.57
Psal_001103,1365,24.03,27.55,19.49,28.94
Psal_001104,55,20.0,25.45,3.64,50.91
Psal_001105,815,19.39,23.56,32.88,24.17
Psal_001106,82,20.73,13.41,7.32,58.54
Psal_001107,441,21.54,25.17,26.76,26.53
Psal_001108,683,21.08,24.45,21.52,32.94
Psal_001109,55,29.09,30.91,14.55,25.45
Psal_001110,521,22.07,24.38,25.91,27.64
Psal_001111,105,26.67,22.86,23.81,26.67
Psal_001112,481,16.84,30.15,22.25,30.77
Psal_001113,1006,20.97,33.3,19.78,25.94
Psal_001114,186,18.28,30.11,16.13,35.48
Psal_001115,625,21.28,29.76,21.6,27.36
Psal_001116,154,19.48,25.97,22.08,32.47
Psal_001117,145,20.0,20.0,40.69,19.31
Psal_001118,200,15.0,26.5,21.5,37.0
Psal_001119,176,18.75,27.27,19.89,34.09
Psal_001121,369,24.39,20.87,23.58,31.17
Psal_001122,234,27.78,20.94,30.34,20.94
Psal_001123,189,18.52,28.57,14.81,38.1
Psal_001124,245,17.14,25.31,24.9,32.65
Psal_001125,139,22.3,23.74,23.74,30.22
Psal_001126,575,19.3,32.0,16.17,32.52
Psal_001127,367,22.89,27.52,21.53,28.07
Psal_001128,314,22.61,32.17,20.06,25.16
Psal_001129,148,20.95,25.68,16.89,36.49
Psal_001130,344,23.84,25.0,17.73,33.43
